"txt","val"
"The Security Council should prepare a peacekeeping mission to monitor the ceasefire and help establish an interim administration, and make standby arrangements for a more robust multinational force if the ceasefire collapses.",0
"A ceasefire agreement signed by all parties last year has been repeatedly violated.",1
"A shaky ceasefire now holds between Aideed and Ali Mahdi, but fighters are looting relief food supplies in many areas and aid workers say the security situation is deteriorating.",1
"Any crossing of the area of separation is a breach of the ceasefire line.",0
"In 1984, President Belisario Betancur, a Conservative, negotiated a cease-fire with the Revolutionary Armed Forces of Colombia (FARC) and the Democratic Alliance /M-19 (M-19) that included the release of many imprisoned guerrillas.",1
"3, Col. 3 English c. 1989 New York Times Company Foreign Ministers of five Central American countries say they are moving ahead with long-stalled peace plan for region after daylong talks with Secretary General Javier Perez de Cuellar of United Nations; say they have asked Perez de Cuellar to draw up plans to send international military observer force to region to verify complains with so-called Arias plan, in which five countries agree to negotiate cease-fires with rebel groups and restore democratic freedoms (M)",0
"The Movement for the Emancipation of the Niger Delta issued a statement saying it would no longer abide by the unconditional Oct. 25 cease-fire President Umaru Yar'Adua had negotiated with the group.",0
"Nicaragua said on Tuesday it was extending a 10-month-old ceasefire in its war against U.S.- backed contra rebels for another month.",1
"Global Insight Perspective  Significance  The ELN have managed to keep the edge and be one step  ahead of the government and proposing a  ceasefire is a sensible tactic that could open the door for the standing down of  the communist rebel organisation.",0
"A leftist guerrilla army in Mexico has declared a unilateral truce starting on Wednesday night to safeguard congressional elections set for July 6, a rebel communique said"".",1
"Returning the prisoners is a key part of the ceasefire deal, which set up a 25-km-wide (15-mile) buffer zone along the border monitored by U.N. peacekeepers.",1
"Uribe insists he will talk to any illegal armed group that calls a cease-fire.",0
"Zuma said Thursday's exploratory talks centred on an agreement on issues that needed to be worked out before negotiations on a ceasefire could start, but did not go into details.",0
"The talks began Oct. 15 amid optimism and the Somalis signed a cease-fire agreement on Oct. 27.",1
"But since the actors failed to agree on a general framework for conducting the referendum, MINURSO is currently restricted to confidence-building measures and cease-fire monitoring.",0
"There may be some individual engagements in a later period, which is why a period between the ceasefire and the pullback of armaments will be provided for normalizing the situation and stopping the clashes,"" Purgin said.",0
"""I have seen a growing pragmatism... there is a lower level of rhetoric,"" Wolpe said, adding that various parties were now working hard to put together a ceasefire and a troop standstill.",0
"They want Israel to come in because that will inevitably involve an increase in civilian casualties in Gaza as a result of the Israeli operations and I suspect that Hamas thinks they benefit more from that and by showing that they're resisting Israel than they do from a grouping to a ceasefire on the kinds of terms that the Israelis would insist upon.",0
"""It (the ceasefire) is a cover.... One reason that they announced it is the investigation into chemical weapons,"" Garang said.",0
"More than just effecting a ceasefire, however, the Accord was the beginning of a process that ultimately was designed to ensure that Kenya would never again degenerate into bloodletting on the back of political rivalries.",1
"Spain: ETA cease-fire must be unconditional Madrid (EFE).- The Basque terrorist group ETA's announcement of a permanent, verifiable cease-fire is ""insufficient,"" Spanish Prime Minister Jose Luis Rodriguez Zapatero said, demanding that the armed separatist organization disband.",0
"1971 - Soviet Union, at U.N. Security Council, vetoes resolution calling for cease-fire in hostilities between India and Pakistan over Kashmir.",0
"The cease-fire deal, which was signed last September in Minsk, Belarus, called for an end to hostilities between Ukrainian forces and Russian-backed separatists and the withdrawal of heavy weapons from the front line.",1
"The Security Council statement expressed grave concern at attempts by ""armed elements"" on Nov. 29 and Nov. 30 to cross the cease-fire line holding government forces back from rebels who control half the country.",0
"Peace enforcement missions can use lethal force in serious combat institutions, whereas peacekeeping operations are intended to support and monitor a ceasefire.",0
"supervising the ceasefire, and supervising the identification of those entitled to participate in the referendum in the Sahara, which is a process that has reached an impasse, and failed for some time.",0
"Israeli Prime Minister Benjamin Netanyahu said that Hamas showed it could not be trusted after it violated other cease-fire efforts.",0
"The NSCN-K has not yet signed the NCA, but they signed the state-level ceasefire agreement with the government in April, 2012.",1
"The truce has largely held firm but diplomatic efforts to bring about a solution acceptable to both sides have fallen flat.",0
"We need details on how we would go about implementing a ceasefire, while our withdrawal is contingent on our security concerns being addressed and an international peacekeeping force coming in.""",0
"In a statement quoted by Portuguese news media, rebels said loyalist forces had stormed and destroyed a bridge near the central town of Bafata after the truce was agreed upon.",1
"MARGARET WARNER: If there is no permanent cease-fire reached, there are many voices in Israel calling for some sort of ground invasion.",0
"Of course, that obviously made it more difficult to sustain a cease-fire, given sometimes the confusion that causes on the ground.",0
"The International Committee of the Red Cross brokered a ceasefire to allow the evacuation of over 600 civilians trapped by fighting around a Nigerian-protected hotel after shelling killed 12 people in the seafront Aberdeen district.",1
"West African nations have already pledged to send up to 1,500 troops within two weeks to maintain a fragile ceasefire.",0
"The truce ended midnight Oct. 15.",0
"In 2012, he was part of a 15-month truce involving the gangs, the government, police and army that cut homicide rates by about half and even led to a handful of days with no murders at all.",0
"But at the same time we were going in it and we had faith that we would defend ourselves, that's what we were working towards; that's why during the Arusha peace negotiations and the ceasefire, we concentrated so much on training, so when genocide broke out it was a surprise.",0
"Ban also described 479-strong MINURSO's continued presence as ""indispensable for the maintenance of the cease-fire"" in the phosphate-rich territory.",0
"The main rebel group, the National Patriotic Front of Liberia, refused to sign a ceasefire on Wednesday at peace talks in Banjul called by the Economic Community of West African States.",1
"24 March 2002 Agence France-Presse AFPR English (Copyright 2002) AMMAN, March 24 (AFP) - Jordan's King Abdullah II met with US President George W. Bush in Mexico and urged him to press efforts for an Israeli-Palestinian ceasefire, the Petra news agency said Sunday.",0
"But Villalobos said that even if rebels suspend the unilateral ceasefire, ending a brief respite from 12 years of war, negotiations to end the Salvadorean conflict could still produce a peace accord by year's end.",0
"The two sides finally agreed to recommit themselves to the ceasefire last week by signing yet another agreement brokered by regional African leaders """,1
"It said the ceasefire agreement was announced by rebels of the Front for the Restoration of Unity and Democracy which is seeking a greater say in national affairs for Afars, a fierce nomadic tribe which straddles the border with Ethiopia"".",1
"We hope to make progress towards the cease-fire.",0
"Last month Taylor's government and two rebel groups signed a ceasefire deal in Accra in talks mediated by ECOWAS, the 15-member Economic Community of West African States, but the ceasefire has since been broken several times.",1
"ELLIOTT: You returned to the U.S. this past week saying you had negotiated a 60-day ceasefire agreement for the Darfur region.",0
"Similarly, there are uncertainties about how such a truce would be negotiated in an environment of insecurity that remains dominated by Mexican-based transnational crime groups such as the Zetas, who are highly unlikely to seek involvement in such a process.",0
"Uribe's government has long demanded a cease-fire.",0
"The two are discussing the implementation of a ceasefire agreement signed in December 2002.",1
"While the maras declared a ceasefire two years ago, the violence has hardly died down.",0
"[DS, 1/21] The Lebanese army opened fire on Israeli war planes for the second time since a UN-brokered ceasefire ended the 34-day war in July 2006.",1
"But in 2002 the Norwegians coaxed the two sides in the island's civil war to the negotiating table where they brokered a ceasefire that for the first time really looked like holding.",1
"The group declared a cease-fire last month.",1
"The United Nations provided human rights observers and, as the accord went into practice, military observers to verify the cease-fire and rebel disarmament.",0
"In Spanish there is a lovely term, una tregua, that means a pause in hostilities, a ceasefire.",0
"The cease-fire agreement calls for the government and opposition forces to stay where they are.",1
"The government says the group has also pledged to abide by a December cease-fire"".",1
"The rebels' ceasefire call came two days after President Yoweri Museveni reiterated his offer of a conditional truce to the rebels and appointed a team of negotiators for talks to try and end their 15-year insurgency, in which thousands of people have died.",1
"He said none of the crew were hurt during the attack, which took place despite a ceasefire accord.",0
"The mission, however, falls far short of a regular peacekeeping venture and would not use force to impose a ceasefire or to disarm any of the parties, the draft resolution says.",0
"Proposal C The third proposal calls for the withdrawal of the UN mission, or for symbolic military observers to be left [to monitor] the cease-fire.",0
"The head of the Centauros Block earlier this week declared a unilateral cease-fire in response to Uribe's warning, but has not addressed the proposal to move his fighters into the so-called secure zones.",1
"His right-wing challenger, Norman Quijano of the National Republican Alliance, has declared that if he wins, the truce will be dead the day he takes office.",0
"""It's easy enough to sign a cease-fire, but diffi= cult to make it stick"", one regional analyst told IRIN on Monday, adding that the= stakes were high and the prevailing feeling was that a failure of the process co= uld result in quite a serious escalation in fighting.",0
"And you may recall that yesterday there was a cease-fire agreement signed in Djibouti with one of the moderate groups of the UIC.",0
"A rebel spokesman denied any attack was planned, saying his forces were respecting a freeze on the movement of troops and materials agreed in the ceasefire accord.",0
"The LRA said on Sunday they were declaring a ceasefire from midnight on Saturday, but on condition the army did not attack them.",1
"Representatives of the majority-Muslim Seleka have signed a ceasefire agreement with Christian factions to end fighting in the Central African Republic.",1
"After the cease-fire was signed, a court spokesman insisted Mr. Taylor still would have to face justice.",1
"The most high-profile rebel leader in Senegal's southern Casamance region declared a ceasefire Wednesday, raising government hopes that a low-level insurgency spanning more than three decades could be nearing its end.",1
"He further added that if action is not taken against this, it might be the beginning of a war between the south and the SPLM, and an end to the cease-fire agreement.",0
"""Kabila was using Basankusu to attack our positions in violation of the cease-fire.",0
"The ceasefire was breaking down.",0
"It is not clear whether the Security Council will act on the resolution, which is intended to help implement a cease-fire and to facilitate the delivery of humanitarian aid.",0
"A statement issued at the end of a three-day meeting said after discussing numerous reports of cease-fire violations from both sides, the political committee approved a disengagement plan that had previously been adopted by military leaders.",0
"But as the end of the ceasefire in Ukraine Monday and the buildup of Russian military on the border shows, those tensions aren't likely to quickly disappear.",0
"Mbabazi said the truce would hold nevertheless and that the Joint Military Commission and the political body would start its work while mediators tried to resolve the rebel wrangle.",0
"Colombia's current president, Alvaro Uribe, is demanding a cease-fire before new peace talks can start.",0
"The ceasefire signing on Tuesday will give a major boost to a shaky deal signed by six African nations in Lusaka on July 10.",1
"He added Kabila was also violating the ceasefire by using high altitude aircraft to bomb suspected rebel positions, but the attacks were largely ineffective.",0
"During a long meeting with President Abdul Mohammed Aziz we discussed the strange role of the United Nations in appointing a special force to monitor the ceasefire and to promote negotiated settlement.",0
"Bush, in Monterrey to attend a U.N. development conference, sent Zinni to the region last week to attempt to broker a cease-fire, re-engaging the United States in the peace effort after staying on the sidelines for months.",0
"So we're still exploring a local ceasefire.",0
"The cease-fire agreement went into effect Monday.",1
"Now, however, both sides are wavering on whether to renew the ceasefire again.",0
"With CNDD we agreed all the steps necessary to get a ceasefire,' Buyoya said.",1
"Numerous past cease-fires have failed, however.",0
"Nicaraguan Contra rebel leaders will sign a cease-fire agreement today with the Sandinista army in the first step toward the insurgents' demobilization, a senior aide to President-elect Violeta Chamorro said Tuesday in Managua"".",1
"Earlier on Thursday the United Nations announced in New York that both sides in the power struggle in Brazzaville, which is at the root of the fighting that has spilled over into Kinshasa, had now signed a ceasefire agreement"".",1
"The frontlines have been largely quiet this year, allowing the U.N. to deploy hundreds of unarmed military observers to police the ceasefire.",0
"The peacekeepers have orders to fight to enforce a truce, if need be.",0
"Fighting finally ended when the commander of the Seleka rebels proposed a ceasefire, having lost many of his armed vehicles and far too many of his troops - 800 or more plus many wounded.",0
"'The ceasefire is holding,' a senior officer with the ECOMOG West African peacekeeping force said.",0
"3, respectively, said in its statement that it is willing to ""sign, as contribution to a climate of peace, an experimental and bilateral cease-fire agreement - with (international) verification - for a certain period of time.""",0
"Mexico City, 16th January: According to news reports, the Zapatista National Liberation Army will observe the truce and will not stage attacks, but it will respond if attacked and will continue the war until its 10 demands are met"".",1
"So we have a duty to come in there    and bring the parties that are at war - in this case the government and Lurd - to an understanding, to achieve a ceasefire and to put the process back on the political track.",0
"The radio, monitored by the British Broadcasting Corporation, said the two sides adopted a joint resolution ""to totally observe a ceasefire in Mogadishu with effect from tonight"".",0
"In addition, however, the AU continues to emphasise a 5-point road map (based on a ceasefire, the protection of civilians, humanitarian aid, dialogue and an inclusive transitional period).",0
"But Mr. Bisimwa said the rebels abandoned the talks after the refusal of Kinsasha government to sign a cease-fire agreement.",0
"One of Burma's strongest rebel ethnic minorities has formally signed a ceasefire pact with the ruling junta, official Burmese television and media reports said on Friday.",1
"The programme will face numerous challenges, however, including convincing the Salvadoran public, many of whom maintain animosity towards the gangs and are still sceptical of the truce, and may balk at opening up their communities to members of the criminal groups.",0
"Gurirab said the draft called for a ceasefire with independent monitoring, a foreign peacekeeping force, a timetable for elections and the integration of rival forces into a single army.",0
"The ceasefire is effective from Sunday.",1
"He said after 20 years of fighting the government and rebels were on the verge of agreeing how to better enforce a ceasefire and how to share the country's wealth.",0
"And old-style peacekeeping was much simpler -- usually, just monitoring cease-fires.",0
"Peace commissioner Jorge Madrazo named a nine-member group to monitor the tenuous cease-fire that has been in place since Jan. 12.",0
"Taylor and his rebel opponents, however, have accused each other of violating the terms of a month-old cease-fire accord.",0
"Since the Sierra Leone RUF leader Corporal Foday Sankoh has called for a unilateral ceasefire my ECOMOG troops should do the same,"" Khobe said.",1
"So far, there have been no reports of any ceasefire violations.",0
"The Liberian rebel leader, Charles Taylor, has declared a unilateral ceasefire to come into effect from 12.00 GMT today, Radio France International reported yesterday"".",1
"They (the rebels and hardline parties) which did not sign the agreement do not have a good reason for not signing (the cease-fire).",0
"But that truce expires at midnight local time (8:00 p.m. Eastern time).",0
"A ceasefire between rival Liberian factions, brokered by international mediators to enable aid convoys to reach trapped civilians, had taken hold in parts of the west, witnesses said on Sunday.",1
"Karaha added the ceasefire appeared to be holding.",0
"Nujoma accused the MLC of continued ceasefire violations, but insisted that the allied forces have been observing the shaky truce agreed at Lusaka.",0
"KHARTOUM, Sudan, Jan. 9 -- The Voice of America issued the following story: By Noel King The governor of the U.S. state of New Mexico, Bill Richardson, visited Sudan's Darfur region on Tuesday in an attempt to get holdout Darfur rebel groups to agree to a 60-day ceasefire with the Sudanese government.",0
"With the ceasefire in place, the effects of famine quickly eased and the death rates dropped sharply.",0
"Second, no private citizen in Colombia can arrange truces or cease-fires that hinder the actions of the armed forces, which are fulfilling their constitutional duty with the support of all Colombians.",0
"At present, just over 300 AU soldiers are present in Darfur to guard about 70 monitors who are overseeing the shaky truce.",0
"And in Burundi the main rebel faction has declared a 48-hour cease-fire as a mark of respect.",1
"French troops and west African peacekeepers are policing a ceasefire line between rebels holding more than half the world's leading cocoa producer and government forces based in the south of the country.",0
"Security officers in patrol around the Butiye area were not spared either after an officer was shot dead following an ambush while another officer sustained gunshot injuries on Thursday Laisamis MP Joseph Lekuton on behalf of leaders from Marsabit County called for a ceasefire among the warring groups and assured that the leaders will work together for peace and reconciliation.",0
"""Given the existing circumstances on the ground and in light of my Personal Envoy's continuing efforts, I believe that the presence of MINURSO remains indispensable for the maintenance of the ceasefire"" in the Sahara, he said.",0
"Counter-drug efforts in 1999 showed progress in several areas, including: increased methamphetamine and ephedrine seizures; modest expansion of crop eradication; and a number of arrests of members of some cease-fire groups for drug trafficking.",0
"If the UN leaves, however, it could signal the end of the cease-fire, even if technically that's not the case.",0
"(Yemen-Ceasefire) Enditem",0
"Contra rebels have agreed to observe a cease-fire until February, when elections are scheduled in Nicaragua"".",1
"The CFC Headquarters is located in El-Fashir and is responsible for coordinating investigations, verifications, monitoring and reporting compliance, in accordance with the Humanitarian Ceasefire Agreement and the Implementation Modalities.",0
"He advocates an open war the moment the ceasefire that was agreed upon between the [western Sahara independence movement, the Polisario [Front] and the Kingdom of Morocco no longer has a reason for being, today with the inability of the United Nations to implement its commitments.",0
"The United Nations observer mission tried again on Saturday to broker a new ceasefire.",0
"1 September 1998 Xinhua News Agency XNEWS English (c) Copyright 1998 Xinhua News Agency KAMPALA, September 1 (Xinhua) - Ugandan Parliament Tuesday started debating a motion seeking to oblige the government and rebels to a cease-fire and constitute a national compromise commission.",0
"They failed to agree on how the truce should be monitored, however.",0
"The FMLN Guerilla and the Government of El Salvador decided on the 1st of January 1992 to impose a ceasefire from February 1st.",1
"The Burundian peace accord was signed by 19 negotiating parties almost one year ago, however, implementation has so far been blocked by the lack of a ceasefire between the government and two main Hutu rebel groups, CNDD-FDD and FNL, and the lack of consensus on the transition leadership.",0
"Ivory Coast President Laurent Gbagbo on Friday pledged to observe a ""total ceasefire"" after France's foreign minister asked him to throw out mercenaries and stop aerial bombings to help end a 15-week conflict that has torn the west African nation apart"".",1
"Seeking to ease such concerns, both parties signed a statement on Thursday, agreeing to ""refrain from any aggressive acts, such as exactions and extra-judicial executions, recruitment and use of mercenaries, enlisting child soldiers, and violating the ceasefire.""",0
"The Nicaraguan president appealed again for a ceasefire in Libya and the resumption of the peace talks.",0
"So, Martin, as I said some four hours away from the cease-fire, what did you see tonight at this late hour in Gaza City?",0
"Both sides are violating the ceasefires,"" Paiva said.",0
"An AU-led assessment mission to Darfur concluded on Thursday that the presence of AMIS had contributed to reducing the number of ceasefire violations and afforded some level of protection for the delivery of humanitarian assistance.",0
"Khartoum has demanded a nationwide ceasefire as its price for going back to Machakos, but Arman on Tuesday said the SPLA would halt attacks only when the talks resume and as long as they last.",0
"The rebels have accused Kabila of trying to escalate the war and have said there is no chance of an early ceasefire while Kabila refuses to talk to them.",0
"Questioning of potential jurors is scheduled to begin Wednesday in New Brunswick, N.J. WORLD SYRIAN FORCES MASS OUTSIDE REBEL STRONGHOLD: Syrian tanks and troops massed Monday outside the resistance stronghold of Homs for a possible ground assault that one activist warned could unleash a new round of fierce and bloody urban combat even as the Red Cross tried to broker a cease-fire to allow emergency aid in.",0
"Violence by the sect continued    unabated just as the sect in a video, eventualy denied that there was no ceasefire deal between it and the government.",0
"(Obama-Nomination-Withdrawal) ---CAIRO -- A visiting delegation of the Palestinian Islamic Hamas movement held fresh talks on Tuesday with Egyptian mediators in a bid to reach a durable ceasefire with Israel.",0
"Brazzaville remained relatively calm on Monday, the third day of a new ceasefire between Lissouba and Sassou"".",1
"16 October 1991 Reuters News LBA English (c) 1991 Reuters Limited MEXICO CITY, Oct 15, Reuter - Salvadorean government envoys and leftist rebels broadened the scope of peace talks on Tuesday by agreeing to discuss an interim truce as part of a move to end the 12-year war, a U.N. official said.",0
"But fighting resumed, before another truce was agreed to ""avoid a humanitarian disaster.""",1
"Sadio, unlike the rebels' civilian leader, refused to sign the March ceasefire.",0
"The Chadian source said a ceasefire had come into force and all hostilities should now cease.",1
"He said lack of effective leadership in any group could result in numerous cease-fire violations.",0
"This week's collapse of a short-lived ceasefire between government and rebels has caused a virtual shut-down of the city and left marauding militias to roam the streets.",0
"""They have agreed an immediate ceasefire between their forces in Kisangani,"" Museveni's spokeswoman Hope Kivengere told Reuters.",1
"Chiluba, who has shuttled across the continent in a bid to secure a ceasefire in the DRC, was nonetheless upbeat about the accord.",0
"Siad Barre, who is aged about 80 and who has been in office since a 1969 coup, has called several times over the past two weeks for a ceasefire and talks to end fighting which is thought to have killed and wounded hundreds of people.",0
"Congo Brazzaville's president, Pascal Lissouba, arrived in neighbouring Kinshasa on Thursday after his rival in a bloody power struggle at home signed a draft ceasefire pact""",1
"If anything, it incensed ethnic resistance, violated cease-fire agreement and diminished whatever confidence of oneness that hitherto existed.",0
"The council had called for a cease-fire and urged the two countries to withdraw their forces from the border.",0
"The government commits to step down military attacks against FARC From July 20, if the guerrilla holds the promise of a ceasefire From the same date"".",1
"PARTICIPANTS: * Steve Shadley, KUNM Albuquerque * Tim Keithly, KRUI Ruidoso TOPICS: * Senate Action on S.3711-The Gulf of Mexico Energy Security Bill * S.3711 Relation to Energy Exploration in ANWR * Ceasefire Impact on Israeli-Hizbollah Fight * Opposition to New Mexico Divestiture of Israeli-Linked Assets * Support for $2.10 Minimum Wage Increase and Death Tax Reform * Small Business Acceptance of Minimum Wage Hike * Haggling over LANL Plutonium Building Plan REVIEW: 00:00 - Domenici says he expects an overwhelming Senate vote in favor of his bill to open areas of the Gulf of Mexico to oil and natural gas production.",0
"But both sides in the 15-month-old conflict have repeatedly accused each other of violating the ceasefire, which seems to exist only on paper.",0
"""The two warring faction leaders will meet in Freetown on the invitation of ECOWAS in an effort to consolidate the present call for a ceasefire between Johnson and Taylor,"" an ECOWAS source said.",0
"Mexico City, 17th January: In a series of documents sent by the EZLN to the press, the rebels announced their acceptance and expressed congratulations on the cease-fire ordered by Mexican President Carlos Salinas de Gortari and the appointment of Manuel Camacho Solis"".",1
"The Security Council appealed for all parties to respect the cease-fire and refrain from military action.",0
"The leftist rebels, who have refused to declare a cease-fire and enter into peace talks, have also committed widespread abuses.",0
"If both sides fail to respect the ceasefire, what is the U.S.'s next course of action?""",0
"U.S. envoy Anthony Zinni was to resume security talks with Israeli and Palestinian officials on Sunday, and officials from both sides held out hope of making progress toward a cease-fire.",0
"This was announced by the Territory Administration Minister, Virgilio de Fontes Pereira, while presenting information to MPs in a plenary session dedicated to the mentioned process, currently marked by a ceasefire since last Wednesday.",1
"The truce begins today and will last until 1900 hours on 17th November"".",1
"The LURD last month launched its most audacious attack in a four-year rebel war, penetrating into the heart of Monrovia before withdrawing to the edges to pave the way for the ceasefire.",0
"At the ceremony which ended with the singing of the Liberian national anthem, Vice-President Enoch Dogolea of Charles Taylor's rebel National Patriotic Front of Liberia said his faction would observe an immediate ceasefire.",1
"LURD said in a statement it had called the ceasefire ""with due respect to the international community and humanitarian concern"", adding it would fully cooperate with peacekeepers.",0
"But they failed to agree on how the truce should be monitored.",0
"Elsewhere, six Palestinians were killed by Israeli fire, but the bloodshed did not derail efforts to implement a truce.",0
"Immediately thereafter, the government announced a unilateral ceasefire, holding out the olive branch to all those rebels that were willing to surrender.",1
"Hailemariam said President Salva Kiir and the opposition also agreed to fully implement the cease-fire agreement in a bid to bring about lasting peace to the country.",0
"Myanmar's parliament on Tuesday approved the Nationwide Ceasefire Accord that had been signed by the government and eight armed ethnic groups in October"".",1
"On Friday, President Abdurrahman Wahid's government entered into a cease-fire with rebels in the northwestern province of Aceh, which also wants to break away.",1
"Guinea-Bissau, a former Portuguese colony which borders Casamance to the south, has been mediating in the dispute and brokered a ceasefire agreement between the two sides on May 31"".",1
"Since the cease-fire, we have directed the majority of our young people towards university education and a considerable number of our fighters have been deployed to other jobs away from the combat front.",0
"Liberian President Charles Taylor has agreed to a ceasefire with rebels seeking to overthrow him so peace negotiations can proceed in Ghana.",1
"The extended truce, which became a formal ceasefire from 8 p.m. on Wednesday, would enable mediators to put back on track a derailed January 25 peace deal that ended three army mutinies in under a year, they added.",1
"Novelist Garca Mrquez brokers ceasefire talks in Havana between ELN and president's aides Colombia's second largest guerrilla group - the National Liberation Army (ELN) - announced on Monday that it is ready to begin talks ""immediately"" with the government of President lvaro Uribe in an attempt to bring an end to a decades-long armed conflict.",0
"Meanwhile, Interior and Justice Minister Sabas Petrel de la Vega said the preliminary talks should be aimed at a final ceasefire.",0
"The truce marks the culmination of torturous peace talks which have dragged on haltingly for two weeks.",1
"The Commission intends to continue with this process to facilitate the speedy establishment and operationalization of a monitoring mechanism, should the parties agree on a ceasefire.",0
"After a year and a half of talks they say they expect to clinch a cease-fire deal by the end of this month.",0
"Half the plant's workforce of 12,500 were affected by a three-day 'ceasefire' in April with 50% payment whilst each day 'cost' the firm 1,500 vehicles.",0
"He welcomed the RUF's renewed commitment made at ""Abuja 2"" to comply with the terms of the ceasefire agreement, including its withdrawal from Kambia.",1
"""We call for a ceasefire, and for the M23 to return Goma to DRC authorities and pull back to their July positions.""",0
"Blaney, the U.S. ambassador, said the southern rebels have now agreed to withdraw to within a few kilometers of Buchanan, using the St. John River as a cease-fire line.",0
"What kind of conversation he had with, you know, Poroshenko over this notion of a cease-fire.",0
"Adherence to the ceasefire would provide hope for a revitalized disarmament, demobilization and reintegration process.",0
"A ceasefire was brokered.",1
"The Niger government and Tuareg separatists have signed a French-brokered truce and agreed to start peace talks, the French foreign ministry said on Friday.",1
"If it is endorsed, OAU Secretary General Salim Ahmed Salim and the four foreign ministers are likely to visit Kinshasa and other capitals of nations involved in the crisis in an effort to broker an immediate ceasefire, diplomats said.",0
"They finally signed on Tuesday but prospects for peace look no better, with the rebels quickly locked in renewed wrangling over representation in the ceasefire joint military commission.",0
"They also agreed an immediate cease-fire ""throughout Sierra Leone"".",1
"""We expect to reach a peace settlement in two months,"" SPLA leader John Garang told AFP news agency soon after Musyoka announced the truce.",0
"Israel,Hamas exchange fire as truce expiresEleven Palestinians are reported to have been killed and around 50 injured in Israeli attacks on Gaza on Tuesday as peace talks between Tel Aviv and Palestinian militant group Hamas failed in Cairo.",0
"At the SADC summit convened by President Mandela over the weekend, several leaders called for a ceasefire and asked the parties involved in the war to talk peace.",0
"Rebels of the Kachin ethnic minority have signed a ceasefire agreement with the Myanmar government, ending 32 years of armed rebellion.",1
"Although an extension to the August 26 truce was signed only last week, there are claims of violations already.",1
"The RPF spokesman in Kampala said only the monitoring by the observer force could prove who had broken the ceasefire.",0
"It culminated in the announcement of a unilateral Darfur ceasefire, which was reportedly violated within days of the declaration.",0
"According to Fall, in his conversation with chairman Sheikh Sharif, the UN Special Representative stressed the need to respect the ceasefire and to maintain a dialogue.",0
"The rebels have long said they will only agree a ceasefire when all outstanding issues have been settled in peace talks.",0
"(END VIDEOTAPE)    COOPER: And the cease-fire as it stands now supposed to last for 72 hours.",0
"There is a cease-fire, but it is not forever.",0
"Prior to the truce deal Dokubo was reported to have threatened to ditch the peace talks, citing renewed military siege on his hideouts and offensives allegedly mounted against his supporters and militant followers.",0
"That package for a cease-fire proposed by the Lebanese government would include a beefed up international peacekeeping presence here in Lebanon, but there are reservations for Hezbollah about that.",0
"""By refusing to sign a cease-fire, Kinshasa is declaring that it is ready to resume war,"" he said, adding: ""We don't understand how we can be involved in a peace process here in Kampala when there is a [government] troop build-up back home.""",0
"While the sides have yet to begin substantive talks, the current ceasefire is holding and the parties continue to express commitment to a dialogue.",0
"A ceasefire agreement in Lusaka in 1999 was violated by all parties and led to military positions being frozen without an end to the fighting.",0
"The minister of cultural and social affairs in northern Darfur, Khalil Adam Al-Karim, was reported as saying the ceasefire agreement was aimed at restoring security in the region and allowing the government to consider the SLM/A's demands.",0
"Speaking before Sankoh's recorded broadcast, commander Sam Bockarie told BBC radio that Kabbah's word alone of the truce was not acceptable.",0
"But U.S. officials say the truce has eased tensions and that the ship has been ordered back to the United States.",0
"These are a follow-up to talks in the Kenyan town of Eldoret in October 2002, at which agreement was reached for a ceasefire to be implemented for the duration of the talks process.",1
"The FARC has rejected both sending their comrades abroad and a cease-fire.",0
"Traditional foes hunger and disease are a greater enemy than rebels or the army in southeast Sierra Leone, where a civilian militia loyal to the ousted president announced a ceasefire on Saturday.."".We are dropping the guns this week through next week to find some food for the people and bury the dead,"" said Kamajor commander Eddie Massally.",1
"""In this case particularly, the ceasefire should provide at a certain stage down the road...for these foreign forces to leave the DRC.",0
"The meeting is aimed at working towards a cease-fire agreement in Burundi.",0
"Buyoya had previously insisted the transition could begin only after a ceasefire was agreed with the rebels.",0
"FARC leaders agreed Friday to end mass kidnappings and consider a cease-fire proposal.",0
"Further, more women professionals should be inducted into the security and justice sectors and should sit at the table where decisions were being made on peace and ceasefire accords, peacekeeping, stabilization and reconstruction.",0
"Concerns about global production decreased following a truce between Israel and Hezbollah militia as well as on BP Plc's (BP) plan for production at a key Alaskan oil field despite pipeline repairs.",0
"Sankoh turned down a request from Bio for the rebels to extend a ceasefire declared for a week in January.",1
"""There will be severe consequences for the children if the cease-fire ends.",0
"West Africa's veteran leader is seen as the man most likely to broker a ceasefire.",0
"The task of the defense ministers meeting was to establish the modalities for effecting an immediate cease-fire and a mechanism for monitoring compliance with the cease-fire provisions, especially those relating to the withdrawal of foreign forces from the DRC.",0
"""It would grant authority for peacekeepers to support a cease-fire and to provide a secure environment for humanitarian deliveries, and it would declare the council's readiness to move rapidly to establish a follow-on UN stabilization force that could take over,"" he said.",0
"Moreover, we expect them to refrain from anything which could undermine the agreements reached today in the particularly delicate phase before the ceasefire enters into force,"" he said.",0
"""It may have been premature to pencil in names when ceasefire negotiations are still going on.""",0
"The group reiterated its three demands for the holding of peace talks: an accord limiting the use of land mines, the release from jail of all ELN prisoners and a bilateral cease-fire.",0
"We call for a ceasefire, and for the M23 to return Goma to DRC authorities and pull back to their July positions.",0
